,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
14,0022400071,1610612746,LAC,LA,1627884,Derrick Jones Jr.,Derrick,F,,29.000000:00,5.0,6.0,0.833,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,2.0,4.0,12.0,1.0
15,0022400071,1610612746,LAC,LA,1627826,Ivica Zubac,Ivica,C,,33.000000:49,8.0,13.0,0.615,0.0,0.0,0.0,5.0,8.0,0.625,1.0,8.0,9.0,3.0,0.0,0.0,3.0,6.0,21.0,1.0
16,0022400071,1610612746,LAC,LA,1626181,Norman Powell,Norman,G,,39.000000:36,5.0,16.0,0.313,1.0,7.0,0.143,6.0,6.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,3.0,0.0,17.0,5.0
17,0022400071,1610612746,LAC,LA,201935,James Harden,James,G,,39.000000:51,10.0,28.0,0.357,2.0,9.0,0.222,7.0,9.0,0.778,3.0,9.0,12.0,8.0,1.0,0.0,8.0,3.0,29.0,-4.0
18,0022400071,1610612746,LAC,LA,1630539,Kai Jones,Kai,,,13.000000:00,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,-5.0
19,0022400071,1610612746,LAC,LA,201587,Nicolas Batum,Nicolas,,,23.000000:38,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0
20,0022400071,1610612746,LAC,LA,1629645,Kevin Porter Jr.,Kevin,,,12.000000:57,1.0,8.0,0.125,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,2.0,2.0,2.0,-4.0
21,0022400071,1610612746,LAC,LA,1627739,Kris Dunn,Kris,,,20.000000:16,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,5.0,-5.0
22,0022400071,1610612746,LAC,LA,1629599,Amir Coffey,Amir,,,25.000000:49,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.5,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,11.0,-12.0
23,0022400071,1610612746,LAC,LA,1641738,Kobe Brown,Kobe,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
24,0022400071,1610612746,LAC,LA,1642353,Cam Christie,Cam,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
25,0022400071,1610612746,LAC,LA,1642280,Trentyn Flowers,Trentyn,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
26,0022400071,1610612746,LAC,LA,1630538,Bones Hyland,Bones,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
27,0022400071,1610612746,LAC,LA,1641757,Jordan Miller,Jordan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0,0022400070,1610612763,MEM,Memphis,203935,Marcus Smart,Marcus,F,,26.000000:02,3.0,11.0,0.273,1.0,6.0,0.167,4.0,4.0,1.0,3.0,2.0,5.0,1.0,1.0,0.0,2.0,4.0,11.0,-5.0
1,0022400070,1610612763,MEM,Memphis,1630583,Santi Aldama,Santi,F,,31.000000:26,10.0,16.0,0.625,5.0,10.0,0.5,2.0,2.0,1.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,2.0,27.0,8.0
2,0022400070,1610612763,MEM,Memphis,1641744,Zach Edey,Zach,C,,14.000000:44,2.0,4.0,0.5,0.0,0.0,0.0,1.0,5.0,0.2,4.0,1.0,5.0,0.0,0.0,0.0,1.0,6.0,5.0,-5.0
3,0022400070,1610612763,MEM,Memphis,1630217,Desmond Bane,Desmond,G,,27.000000:06,8.0,20.0,0.4,4.0,10.0,0.4,4.0,4.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,24.0,-8.0
4,0022400070,1610612763,MEM,Memphis,1629630,Ja Morant,Ja,G,,27.000000:56,7.0,12.0,0.583,0.0,2.0,0.0,8.0,9.0,0.889,0.0,5.0,5.0,10.0,1.0,0.0,3.0,4.0,22.0,-3.0
5,0022400070,1610612763,MEM,Memphis,1630590,Scotty Pippen Jr.,Scotty,,,21.000000:49,3.0,6.0,0.5,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,7.0,3.0,1.0,2.0,3.0,6.0,5.0
